fecha;equipo_local;equipo_visitante;goles_local;goles_visitante;url_partido;Posesión de pelota_local;Posesión de pelota_visitante;Goles esperados (xG)_local;Goles esperados (xG)_visitante;Tiros totales_local;Tiros totales_visitante;Tiros a puerta_local;Tiros a puerta_visitante;Disparos al palo_local;Disparos al palo_visitante;Tiros fuera_local;Tiros fuera_visitante;Tiros bloqueados_local;Tiros bloqueados_visitante;Tiros adentro del area_local;Tiros adentro del area_visitante;Tiros desde fuera del area_local;Tiros desde fuera del area_visitante;Fueras de juego_local;Fueras de juego_visitante;Pases_local;Pases_visitante;Pases precisos_local;Pases precisos_visitante;Saques de banda_local;Saques de banda_visitante;Pases al ultimo tercio_local;Pases al ultimo tercio_visitante;Pases en ultimo tercio_local;Pases en ultimo tercio_visitante;Entradas_local;Entradas_visitante;Intercepciones_local;Intercepciones_visitante;Recuperaciones_local;Recuperaciones_visitante;Despejes_local;Despejes_visitante;Corners_local;Corners_visitante;Faltas_local;Faltas_visitante;Tiros libres_local;Tiros libres_visitante;Tarjetas amarillas_local;Tarjetas amarillas_visitante;Tarjetas rojas_local;Tarjetas rojas_visitante;Atajadas_local;Atajadas_visitante;Saques de meta_local;Saques de meta_visitante
30/01/2026;Sport Huancayo;Alianza Lima;1;2;https://www.sofascore.com/es-la/football/match/sport-huancayo-alianza-lima/lWsVCn#id:15362086;0.64;0.36;0.49;0.87;13;7;5;3;0;0;7;1;1;3;4;2;9;5;1;0;438;254;384;189;16;21;55;48;99/123;22/58;14;11;10;6;48;42;15;16;5;1;9;18;18;8;2;3;0;0;1;4;3;14
31/05/2026;Melgar;Alianza Atlético;3;1;https://www.sofascore.com/es-la/football/match/melgar-alianza-atletico-de-sullana/hWsiW#id:16153078;0.6;0.4;2.44;0.16;20;9;7;3;1;0;9;5;4;1;15;1;5;9;3;2;512;357;451;296;16;16;79;35;135/184;25/53;23;11;7;13;51;44;8;33;5;1;10;8;8;10;1;3;0;0;3;4;6;14
31/05/2026;Los Chankas;UTC;2;2;https://www.sofascore.com/es-la/football/match/los-chankas-cyc-universidad-tecnica-de-cajamarca/ehKseVac#id:16153076;0.49;0.51;0.91;1.51;15;15;3;5;2;0;5;7;7;3;7;9;8;6;1;1;342;370;260;292;14;11;72;49;67/115;67/105;14;16;10;12;48;50;16;22;5;7;14;18;18;14;2;2;0;0;4;1;12;12
31/05/2026;Cienciano;Sporting Cristal;3;2;https://www.sofascore.com/es-la/football/match/club-sporting-cristal-cienciano/bWscW#id:16153077;0.56;0.44;3.3;0.42;25;10;7;3;1;0;13;4;5;3;19;5;6;5;6;1;371;312;328;240;19;24;47;41;83/104;43/71;10;9;8;5;39;27;19;31;6;5;8;4;4;8;0;2;0;1;2;5;7;13
30/05/2026;ADT;Cusco;1;2;https://www.sofascore.com/es-la/football/match/asociacion-deportiva-tarma-cusco-fc/kAAshlJc#id:16153068;0.59;0.41;3.48;0.97;22;7;10;3;2;0;9;3;3;1;14;3;8;4;1;2;420;310;366;256;22;17;88;45;120/161;47/70;11;9;2;5;38;35;10;39;12;0;12;9;8;12;2;3;0;0;1;9;4;8
30/05/2026;Deportivo Garcilaso;ADC Juan Pablo II;4;1;https://www.sofascore.com/es-la/football/match/adc-juan-pablo-ii-deportivo-garcilaso/JwIdsgzee#id:16153074;0.49;0.51;2.58;1.19;13;10;7;2;0;2;3;6;3;2;10;3;3;7;2;1;339;335;295;286;18;14;45;44;46/67;57/80;17;13;3;8;34;40;18;5;0;3;19;5;5;18;2;1;0;1;1;2;7;4
30/05/2026;Sport Boys;Comerciantes Unidos;1;0;https://www.sofascore.com/es-la/football/match/comerciantes-unidos-sport-boys/mWsjxKb#id:16153073;0.49;0.51;1.9;0.24;17;15;3;3;0;0;7;7;7;5;14;5;3;10;0;1;285;308;190;229;14;20;53;56;50/96;51/84;20;11;8;8;51;42;36;35;8;3;16;23;23;16;3;2;0;0;2;2;6;11
30/05/2026;Universitario;Sport Huancayo;2;1;https://www.sofascore.com/es-la/football/match/sport-huancayo-universitario-de-deportes/fWsVCn#id:16153075;0.58;0.42;2.49;1.01;16;10;4;5;1;0;9;1;3;4;13;4;3;6;1;3;415;304;359;242;16;18;62;49;112/142;57/88;3;13;10;7;32;29;22;28;12;5;9;12;12;9;2;1;0;0;4;2;5;10
29/05/2026;Atlético Grau;Moquegua;1;0;https://www.sofascore.com/es-la/football/match/cd-moquegua-club-atletico-grau/NancsYgXd#id:16153069;0.6;0.4;2.8;1.12;16;8;9;1;0;1;3;3;4;4;12;6;4;2;3;1;382;238;309;156;28;16;62;52;70/102;38/74;9;16;7;7;40;35;24;20;4;4;14;11;11;14;1;3;0;1;1;8;4;7
9/02/2026;Cajamarca;Deportivo Garcilaso;1;1;https://www.sofascore.com/es-la/football/match/fc-cajamarca-deportivo-garcilaso/JwIdscPHi#id:15438956;0.43;0.57;0.45;1.28;6;15;2;6;0;1;3;7;1;2;5;6;1;9;1;1;291;392;213;326;12;21;52;37;50/93;42/67;13;8;9;6;44;42;18;18;3;6;23;9;9;23;7;2;0;0;5;1;15;9
24/05/2026;Sporting Cristal;ADT;2;1;https://www.sofascore.com/es-la/football/match/asociacion-deportiva-tarma-club-sporting-cristal/cWshlJc#id:16147473;0.63;0.37;4.53;0.26;26;3;6;1;0;0;11;1;9;1;18;2;8;1;3;0;508;304;447;236;17;13;91;53;162/204;48/79;14;24;3;7;56;50;9;29;12;0;6;15;15;6;2;7;0;1;0;4;2;14
24/05/2026;Sport Huancayo;Cienciano;2;2;https://www.sofascore.com/es-la/football/match/sport-huancayo-cienciano/bWsVCn#id:16147470;0.5;0.5;1.22;1.47;19;8;5;4;0;0;8;4;6;0;10;5;9;3;3;1;398;409;310;301;22;10;83;52;86/142;35/78;11;14;4;4;53;47;17;30;4;3;13;11;11;13;3;0;0;0;3;3;9;16
31/01/2026;ADC Juan Pablo II;Cajamarca;3;3;https://www.sofascore.com/es-la/football/match/fc-cajamarca-adc-juan-pablo-ii/gzeescPHi#id:15362080;0.54;0.46;2.01;1.75;10;12;6;4;0;0;3;6;1;2;6;7;4;5;1;0;402;349;314;256;10;17;41;68;57/91;70/125;9;7;12;9;53;48;29;23;4;4;7;15;13;6;3;5;0;1;1;3;7;8
23/05/2026;Moquegua;Universitario;0;0;https://www.sofascore.com/es-la/football/match/cd-moquegua-universitario-de-deportes/fWsYgXd#id:16147469;0.41;0.59;1.22;1.04;10;12;3;1;1;1;4;8;3;3;4;8;6;4;0;1;240;353;176;280;18;15;52;58;42/74;70/105;14;18;12;7;46;44;27;25;3;3;12;7;6;12;2;0;0;0;1;3;11;15
23/05/2026;UTC;Sport Boys;0;0;https://www.sofascore.com/es-la/football/match/universidad-tecnica-de-cajamarca-sport-boys/mWsehK#id:16147471;0.45;0.55;0.52;0.77;12;17;1;3;1;1;10;7;1;7;5;4;7;13;1;1;320;401;257;341;16;13;65;59;84/126;78/118;13;11;6;10;38;41;15;24;4;4;14;11;11;14;1;2;2;1;3;1;13;9
23/05/2026;Cusco;Atlético Grau;1;0;https://www.sofascore.com/es-la/football/match/club-atletico-grau-cusco-fc/kAAsNanc#id:16147474;0.69;0.31;0.97;1.12;15;9;5;1;2;1;7;5;3;3;6;4;9;5;3;3;552;250;499;186;20;19;68;36;141/169;53/76;9;10;2;7;39;33;11;28;4;2;7;11;11;7;3;4;0;0;1;4;7;11
23/05/2026;Alianza Lima;Los Chankas;3;0;https://www.sofascore.com/es-la/football/match/los-chankas-cyc-alianza-lima/lWseVac#id:16147468;0.49;0.51;2.09;0.94;12;13;6;3;0;0;5;7;1;3;8;4;4;9;1;1;310;322;246;268;22;19;48;49;46/80;47/71;12;16;15;8;44;47;14;16;3;1;17;10;10;17;0;2;0;0;3;3;10;8
22/05/2026;ADC Juan Pablo II;Melgar;1;1;https://www.sofascore.com/es-la/football/match/adc-juan-pablo-ii-melgar/iWsgzee#id:16147467;0.44;0.56;1.29;3.35;14;20;5;9;0;0;5;6;4;5;6;13;8;7;0;3;340;440;279;375;13;17;52;53;77/112;82/110;11;6;6;7;46;47;26;28;6;4;12;9;9;12;0;1;1;0;8;4;9;10
17/05/2026;ADT;Comerciantes Unidos;2;0;https://www.sofascore.com/es-la/football/match/asociacion-deportiva-tarma-comerciantes-unidos/jxKbshlJc#id:16022837;0.56;0.44;0.98;1.21;12;15;5;5;0;1;6;2;1;8;6;9;6;6;1;3;410;292;334;229;12;16;40;52;54/78;52/88;20;11;6;4;43;46;26;10;3;9;12;13;13;12;2;4;0;0;5;3;10;8
17/05/2026;Deportivo Garcilaso;UTC;2;0;https://www.sofascore.com/es-la/football/match/deportivo-garcilaso-universidad-tecnica-de-cajamarca/ehKsJwId#id:16022838;0.44;0.56;1.29;0.38;12;10;5;3;0;0;5;4;2;3;5;4;7;6;3;2;271;339;211;274;26;18;49;61;38/70;75/108;14;21;4;5;39;40;28;19;1;6;11;13;13;11;2;3;0;0;3;3;10;15
17/05/2026;Los Chankas;Moquegua;1;0;https://www.sofascore.com/es-la/football/match/cd-moquegua-los-chankas-cyc/eVacsYgXd#id:16022836;0.56;0.44;1.27;0.51;16;14;3;2;0;1;7;7;6;5;7;3;9;11;1;0;370;274;294;200;17;27;49;58;50/85;56/99;12;12;6;6;43;36;30;22;5;6;9;11;11;9;3;2;1;0;2;2;13;13
16/05/2026;Melgar;Sport Huancayo;4;1;https://www.sofascore.com/es-la/football/match/sport-huancayo-melgar/iWsVCn#id:16022835;0.57;0.43;1.62;2.29;15;17;8;3;0;1;5;9;2;5;8;11;7;6;3;2;479;345;412;283;8;14;54;47;102/140;77/105;12;11;4;8;52;44;26;21;5;3;8;12;12;8;4;3;0;0;2;4;6;8
16/05/2026;ADC Juan Pablo II;Alianza Atlético;0;2;https://www.sofascore.com/es-la/football/match/adc-juan-pablo-ii-alianza-atletico-de-sullana/hWsgzee#id:16022833;0.55;0.45;0.85;1.7;7;21;1;8;0;0;3;7;3;6;4;10;3;11;1;1;362;302;296;242;20;12;46;55;57/93;73/107;13;21;7;10;35;39;13;23;5;5;8;12;12;8;2;3;1;0;5;1;12;10
14/02/2026;Alianza Atlético;Alianza Lima;0;0;https://www.sofascore.com/es-la/football/match/alianza-lima-alianza-atletico-de-sullana/hWslW#id:15445909;0.42;0.58;0.82;0.92;9;12;4;2;1;0;3;7;2;3;3;6;6;6;2;5;257;356;182;269;18;18;54;77;46/77;65/116;12;6;7;7;46;54;33;20;1;5;15;9;9;15;4;2;0;0;1;4;12;7
16/05/2026;Sport Boys;Cusco;1;0;https://www.sofascore.com/es-la/football/match/cusco-fc-sport-boys/mWskAA#id:16022839;0.48;0.52;2.11;0.45;20;7;7;4;1;0;8;0;5;3;15;4;5;3;1;3;358;398;280;312;17;14;56;51;86/125;56/88;11;12;8;10;47;42;22;30;7;3;10;12;11;10;3;5;0;0;4;5;1;14
15/05/2026;Cajamarca;Sporting Cristal;3;1;https://www.sofascore.com/es-la/football/match/fc-cajamarca-club-sporting-cristal/cWscPHi#id:16022831;0.44;0.56;1.09;0.63;17;12;10;8;0;0;7;4;0;0;12;4;5;8;5;1;330;438;258;363;15;18;62;67;54/95;80/113;12;12;14;10;50;47;11;16;6;3;12;9;9;12;5;4;0;0;6;7;9;10
15/05/2026;Universitario;Atlético Grau;0;1;https://www.sofascore.com/es-la/football/match/club-atletico-grau-universitario-de-deportes/fWsNanc#id:16022832;0.63;0.37;1.31;0.34;15;5;3;1;0;0;6;4;6;0;8;3;7;2;0;2;455;270;378;204;19;15;66;45;90/128;37/66;15;16;7;6;44;55;21;35;8;0;8;11;11;8;2;2;1;0;1;3;8;12
11/05/2026;Deportivo Garcilaso;Alianza Atlético;2;1;https://www.sofascore.com/es-la/football/match/deportivo-garcilaso-alianza-atletico-de-sullana/hWsJwId#id:16022825;0.55;0.45;1.83;0.63;15;13;7;5;0;1;5;5;3;3;8;4;7;9;4;1;399;320;321;254;26;13;70;42;57/106;36/71;12;15;11;8;45;37;26;18;7;2;10;10;10;10;3;1;0;0;4;6;5;14
11/05/2026;Sport Boys;Universitario;0;0;https://www.sofascore.com/es-la/football/match/sport-boys-universitario-de-deportes/fWsmW#id:16022823;0.76;0.24;1.26;0.28;17;7;5;0;0;0;10;5;2;2;13;3;4;4;2;1;542;168;441;94;24;18;92;46;90/154;24/56;12;12;9;4;49;43;7;36;3;2;15;11;11;15;3;0;0;1;0;5;7;11
10/05/2026;Sport Huancayo;ADC Juan Pablo II;2;1;https://www.sofascore.com/es-la/football/match/adc-juan-pablo-ii-sport-huancayo/VCnsgzee#id:16022824;0.57;0.43;1.75;0.74;17;4;7;1;0;0;8;1;2;2;8;3;9;1;7;2;363;280;304;212;24;11;71;56;93/132;52/87;12;12;7;7;51;45;22;26;8;5;13;12;11;13;1;2;0;0;0;5;3;15
10/05/2026;Comerciantes Unidos;Melgar;1;1;https://www.sofascore.com/es-la/football/match/comerciantes-unidos-melgar/iWsjxKb#id:16022822;0.47;0.53;1.74;1.34;18;12;6;3;0;0;9;6;3;3;10;7;8;5;0;4;321;364;230;278;19;25;71;58;58/108;68/106;22;11;8;8;47;43;15;30;3;3;10;13;13;10;1;3;0;0;2;5;10;17
10/05/2026;Cusco;Los Chankas;1;1;https://www.sofascore.com/es-la/football/match/los-chankas-cyc-cusco-fc/kAAseVac#id:16022829;0.52;0.48;2.85;0.98;20;14;7;7;1;0;7;5;6;2;11;4;9;10;3;0;369;334;305;268;19;16;53;63;71/108;59/90;20;9;5;5;52;44;16;26;5;4;9;10;10;9;2;3;0;0;6;6;10;13
9/05/2026;Moquegua;ADT;2;2;https://www.sofascore.com/es-la/football/match/cd-moquegua-asociacion-deportiva-tarma/hlJcsYgXd#id:16022828;0.46;0.54;1.62;0.88;11;10;7;4;0;0;3;4;1;2;6;5;5;5;1;2;281;343;207;265;22;17;55;58;40/81;64/108;7;13;8;10;43;51;17;30;3;0;11;11;10;11;3;5;0;0;2;5;10;5
9/05/2026;Atlético Grau;Cienciano;1;2;https://www.sofascore.com/es-la/football/match/club-atletico-grau-cienciano/bWsNanc#id:16022830;0.52;0.48;0.7;3.06;14;18;6;8;0;1;3;8;5;2;6;12;8;6;4;1;324;298;235;215;24;16;63;59;79/130;48/90;18;14;11;1;46;46;31;37;3;5;10;14;14;10;2;5;0;0;7;5;8;6
9/05/2026;Alianza Lima;Sporting Cristal;1;1;https://www.sofascore.com/es-la/football/match/alianza-lima-club-sporting-cristal/cWslW#id:16022826;0.56;0.44;0.73;1.44;14;10;6;4;0;0;5;3;3;3;6;3;8;7;2;1;458;362;380;291;18;11;84;50;124/173;61/89;23;30;8;6;56;51;16;41;1;2;14;12;12;14;2;3;0;0;3;5;5;13
15/02/2026;Sport Huancayo;Cajamarca;2;0;https://www.sofascore.com/es-la/football/match/fc-cajamarca-sport-huancayo/VCnscPHi#id:15445908;0.47;0.53;1.61;0.68;10;7;2;1;1;0;6;5;2;1;7;4;3;3;1;0;299;341;234;270;17;16;49;57;58/89;74/110;14;15;12;7;43;37;27;20;5;6;14;18;18;14;2;2;2;0;1;1;14;13
23/02/2026;Moquegua;Deportivo Garcilaso;1;0;https://www.sofascore.com/es-la/football/match/cd-moquegua-deportivo-garcilaso/JwIdsYgXd#id:15447031;0.32;0.68;0.43;0.52;6;14;2;2;0;2;3;8;1;4;5;5;1;9;2;4;203;421;130;340;10;16;39;56;37/68;66/106;19;18;7;7;43;43;38;21;3;7;16;12;12;16;3;5;0;0;2;1;5;6
3/05/2026;Sporting Cristal;Cusco;2;2;https://www.sofascore.com/es-la/football/match/cusco-fc-club-sporting-cristal/cWskAA#id:15930114;0.51;0.49;2.14;1.08;23;9;9;2;0;0;6;3;8;4;14;4;9;5;3;1;393;396;330;320;19;19;53;51;76/109;64/100;20;14;8;7;37;46;19;30;7;3;14;8;8;14;2;2;0;0;0;7;8;7
3/05/2026;ADC Juan Pablo II;Universitario;1;4;https://www.sofascore.com/es-la/football/match/adc-juan-pablo-ii-universitario-de-deportes/fWsgzee#id:15930119;0.36;0.64;0.81;2.42;6;18;1;9;0;0;3;3;2;6;1;12;5;6;1;1;242;408;181;349;12;13;43;67;19/51;117/147;7;10;9;7;37;44;30;10;0;9;6;24;23;6;3;4;1;0;5;0;9;4
3/05/2026;Alianza Atlético;Sport Huancayo;4;1;https://www.sofascore.com/es-la/football/match/sport-huancayo-alianza-atletico-de-sullana/hWsVCn#id:15930118;0.53;0.47;1.73;0.43;14;10;7;1;0;0;6;6;1;3;12;3;2;7;0;1;410;360;355;290;14;15;45;49;75/104;66/103;11;17;10;1;49;37;22;19;4;4;10;9;8;10;2;3;0;1;0;3;6;12
3/05/2026;Melgar;UTC;2;0;https://www.sofascore.com/es-la/football/match/universidad-tecnica-de-cajamarca-melgar/iWsehK#id:15930117;0.63;0.37;0.85;0.28;20;7;7;2;2;0;6;4;7;1;9;3;11;4;6;0;557;330;499;268;12;13;49;40;81/101;44/66;12;10;10;6;47;37;6;19;11;1;9;11;11;9;1;2;0;0;2;5;7;8
2/05/2026;Cajamarca;Sport Boys;3;2;https://www.sofascore.com/es-la/football/match/fc-cajamarca-sport-boys/mWscPHi#id:15930122;0.39;0.61;1.16;2.7;12;21;4;7;0;0;7;6;1;8;6;11;6;10;3;0;240;365;175;297;16;21;51;65;45/85;70/107;9;9;6;3;45;36;39;11;2;4;24;12;12;24;4;2;0;0;5;2;6;8
2/05/2026;ADT;Atlético Grau;1;0;https://www.sofascore.com/es-la/football/match/asociacion-deportiva-tarma-club-atletico-grau/NancshlJc#id:15930120;0.56;0.44;2.33;0.93;19;12;9;3;0;0;7;7;3;2;11;7;8;5;3;2;438;325;367;261;14;21;76;83;93/130;74/114;18;11;9;9;49;53;34;19;1;6;8;11;11;8;0;0;0;1;3;8;11;9
2/05/2026;Cienciano;Comerciantes Unidos;1;0;https://www.sofascore.com/es-la/football/match/comerciantes-unidos-cienciano/bWsjxKb#id:15930121;0.65;0.35;0.93;0.26;17;6;3;1;1;0;7;4;7;1;9;3;8;3;1;3;399;218;304;138;23;24;65;69;76/115;27/74;11;15;10;15;47;51;26;35;4;2;11;19;19;11;4;7;1;0;1;1;9;10
2/05/2026;Alianza Lima;Moquegua;2;1;https://www.sofascore.com/es-la/football/match/cd-moquegua-alianza-lima/lWsYgXd#id:15930115;0.67;0.33;2.11;0.23;16;7;6;2;0;0;8;4;2;1;13;3;3;4;1;1;524;257;446;177;15;11;78;41;107/147;27/59;10;11;11;12;51;41;19;26;1;0;12;12;12;12;2;2;0;0;1;4;3;14
27/04/2026;ADT;Los Chankas;4;0;https://www.sofascore.com/es-la/football/match/asociacion-deportiva-tarma-los-chankas-cyc/eVacshlJc#id:15931822;0.56;0.44;1.9;0.91;15;13;7;4;1;1;6;8;2;1;9;7;6;6;4;1;371;285;306;220;18;15;55;63;57/93;43/79;13;6;9;3;45;44;16;25;2;2;16;8;8;16;3;1;1;0;4;3;15;6
27/04/2026;Deportivo Garcilaso;Melgar;1;0;https://www.sofascore.com/es-la/football/match/deportivo-garcilaso-melgar/iWsJwId#id:15929225;0.43;0.57;0.99;1.15;9;12;2;2;0;0;4;7;3;3;5;7;4;5;2;0;333;455;258;377;14;21;60;64;57/98;81/110;13;13;13;13;43;47;20;24;3;2;14;12;12;14;3;3;0;0;2;1;11;7
26/04/2026;UTC;Cienciano;2;2;https://www.sofascore.com/es-la/football/match/universidad-tecnica-de-cajamarca-cienciano/bWsehK#id:15929228;0.45;0.55;0.88;3.27;11;13;4;7;0;0;7;5;0;1;7;11;4;2;1;2;310;355;226;257;7;23;64;56;67/104;66/114;8;17;12;2;42;31;32;18;3;10;17;10;10;15;3;1;1;1;5;2;9;12
26/04/2026;Cusco;Sport Huancayo;2;1;https://www.sofascore.com/es-la/football/match/cusco-fc-sport-huancayo/VCnskAA#id:15929227;0.51;0.49;2.11;0.3;11;13;5;2;1;0;4;6;2;5;10;5;1;8;0;0;410;390;340;334;22;21;60;57;89/130;78/115;11;15;9;4;42;37;24;20;3;5;11;7;7;11;2;2;0;0;1;2;8;12
28/02/2026;UTC;Alianza Lima;0;1;https://www.sofascore.com/es-la/football/match/universidad-tecnica-de-cajamarca-alianza-lima/lWsehK#id:15536569;0.45;0.55;0.56;0.6;8;8;4;2;1;0;2;4;2;2;2;3;6;5;1;3;319;380;256;320;25;17;55;63;54/87;96/134;18;14;4;4;38;46;22;15;4;7;12;10;10;12;2;2;1;1;1;4;6;5
26/04/2026;Universitario;Alianza Atlético;1;2;https://www.sofascore.com/es-la/football/match/alianza-atletico-de-sullana-universitario-de-deportes/fWshW#id:15929230;0.62;0.38;2.89;1.11;18;14;1;7;0;0;11;5;6;2;11;6;7;8;5;2;500;328;407;247;21;13;96;59;162/213;39/71;13;18;7;12;64;54;15;36;4;1;11;6;6;11;1;2;0;0;4;1;6;14
1/03/2026;Universitario;Cajamarca;1;0;https://www.sofascore.com/es-la/football/match/fc-cajamarca-universitario-de-deportes/fWscPHi#id:15536571;0.62;0.38;1.52;0.29;14;7;1;3;0;0;9;1;4;3;9;3;5;4;3;1;483;304;394;212;26;16;79;49;102/158;45/78;16;26;8;15;66;64;21;36;5;2;4;9;9;4;0;0;0;0;3;0;4;11
25/04/2026;Comerciantes Unidos;Sporting Cristal;1;0;https://www.sofascore.com/es-la/football/match/comerciantes-unidos-club-sporting-cristal/cWsjxKb#id:15929229;0.32;0.68;0.88;1.15;13;20;2;1;0;1;9;12;2;7;8;12;5;8;0;0;221;473;139;395;22;36;50;76;32/77;120/165;17;8;16;4;37;38;47;30;3;5;16;8;8;16;2;2;0;0;1;1;13;9
25/04/2026;Sport Boys;ADC Juan Pablo II;1;1;https://www.sofascore.com/es-la/football/match/adc-juan-pablo-ii-sport-boys/mWsgzee#id:15929226;0.49;0.51;1.08;1.52;9;11;4;4;1;1;2;5;3;2;8;7;1;4;1;1;229;252;178;194;19;17;50;55;45/73;47/84;8;19;10;8;37;38;25;25;10;3;18;6;6;17;6;4;1;1;3;1;6;3
23/04/2026;Los Chankas;Cienciano;1;0;https://www.sofascore.com/es-la/football/match/los-chankas-cyc-cienciano/bWseVac#id:15881793;0.53;0.47;1.73;1.39;13;13;5;4;1;0;8;7;1;2;6;8;7;5;5;2;289;248;204;142;33;28;70;68;36/77;48/109;15;10;7;13;44;49;34;16;4;10;10;18;18;10;1;3;0;0;4;4;12;9
22/04/2026;Comerciantes Unidos;Alianza Atlético;1;0;https://www.sofascore.com/es-la/football/match/comerciantes-unidos-alianza-atletico-de-sullana/hWsjxKb#id:15881789;0.48;0.52;0.54;0.83;9;13;2;1;0;1;5;9;2;3;4;4;5;9;4;0;267;276;180;192;22;19;46;61;45/85;47/92;10;7;13;16;28;31;39;11;0;2;13;9;9;13;2;0;0;1;2;1;11;9
22/04/2026;Atlético Grau;Sporting Cristal;4;1;https://www.sofascore.com/es-la/football/match/club-atletico-grau-club-sporting-cristal/cWsNanc#id:15881788;0.41;0.59;2.03;1;21;5;8;2;2;0;9;3;4;0;12;4;9;1;2;1;271;416;205;356;20;10;64;46;66/111;43/67;13;10;9;8;49;43;10;28;8;0;15;9;9;15;4;3;0;0;1;4;5;12
6/03/2026;Atlético Grau;Cajamarca;1;0;https://www.sofascore.com/es-la/football/match/fc-cajamarca-club-atletico-grau/NancscPHi#id:15590541;0.41;0.59;1.95;0.49;9;8;6;1;0;0;2;5;1;2;7;7;2;1;3;1;336;477;238;379;8;24;53;79;74/113;69/137;19;18;8;7;54;49;36;17;3;1;17;11;10;17;3;1;0;0;1;5;9;6
7/03/2026;Cusco;Deportivo Garcilaso;1;0;https://www.sofascore.com/es-la/football/match/deportivo-garcilaso-cusco-fc/kAAsJwId#id:15590540;0.67;0.33;0.55;1.11;11;14;4;6;0;0;5;6;2;2;5;6;6;8;6;0;597;289;546;231;15;13;43;58;73/95;45/76;12;16;6;4;53;44;16;23;2;1;12;11;11;12;3;2;0;0;6;3;10;8
19/04/2026;Melgar;Universitario;2;1;https://www.sofascore.com/es-la/football/match/melgar-universitario-de-deportes/fWsiW#id:15885656;0.47;0.53;1.75;1.04;9;12;4;3;0;0;4;8;1;1;6;9;3;3;2;2;370;394;305;337;16;26;49;53;48/78;86/117;12;16;3;10;39;40;36;11;1;2;9;14;14;9;1;2;0;0;2;2;12;8
19/04/2026;Sporting Cristal;UTC;3;2;https://www.sofascore.com/es-la/football/match/universidad-tecnica-de-cajamarca-club-sporting-cristal/cWsehK#id:15885659;0.58;0.42;1.82;1.39;10;15;4;6;0;1;5;4;1;5;6;7;4;8;1;3;444;327;379;276;23;14;61;49;76/108;78/104;14;15;8;17;39;44;14;23;7;4;9;14;14;9;1;2;0;0;2;1;6;7
19/04/2026;Alianza Atlético;Sport Boys;0;1;https://www.sofascore.com/es-la/football/match/sport-boys-alianza-atletico-de-sullana/hWsmW#id:15885660;0.57;0.43;1.05;0.8;11;16;4;6;0;0;5;4;2;6;6;9;5;7;1;1;324;242;258;183;24;16;51;41;53/88;51/81;13;14;5;10;36;43;24;22;5;6;18;13;13;18;3;3;1;1;5;4;7;7
19/04/2026;Cienciano;Moquegua;2;1;https://www.sofascore.com/es-la/football/match/cd-moquegua-cienciano/bWsYgXd#id:15885918;0.59;0.41;1.92;0.14;23;6;6;3;1;0;12;3;5;0;13;1;10;5;1;1;380;277;289;182;18;21;73;48;83/123;36/66;19;6;8;14;48;34;17;29;5;1;10;7;7;10;1;1;0;0;2;4;6;15
18/04/2026;Cajamarca;ADT;2;2;https://www.sofascore.com/es-la/football/match/fc-cajamarca-asociacion-deportiva-tarma/hlJcscPHi#id:15885655;0.37;0.63;1.12;1.35;9;14;2;9;1;0;5;4;2;1;3;5;6;9;3;3;263;460;193;382;11;24;52;66;33/71;59/102;18;9;9;8;47;37;21;10;3;5;12;7;7;11;1;2;0;0;6;1;8;10
18/04/2026;ADC Juan Pablo II;Comerciantes Unidos;2;2;https://www.sofascore.com/es-la/football/match/adc-juan-pablo-ii-comerciantes-unidos/jxKbsgzee#id:15885654;0.49;0.51;1.04;1.11;10;20;7;4;0;1;2;14;1;2;5;12;5;8;0;2;295;296;228;222;15;19;49;66;46/83;58/100;9;11;4;7;40;43;45;27;6;6;11;7;7;11;2;1;0;0;2;4;10;4
14/03/2026;Deportivo Garcilaso;Alianza Lima;1;1;https://www.sofascore.com/es-la/football/match/deportivo-garcilaso-alianza-lima/lWsJwId#id:15607092;0.32;0.68;0.35;1.17;7;14;3;3;1;0;2;8;2;3;3;6;4;8;7;2;200;429;148;362;16;16;39;56;30/63;76/113;16;15;18;6;40;38;28;19;1;3;13;12;12;13;4;1;1;0;2;2;8;5
18/04/2026;Alianza Lima;Cusco;8;0;https://www.sofascore.com/es-la/football/match/cusco-fc-alianza-lima/lWskAA#id:15885652;0.57;0.43;3.76;0.73;28;7;13;0;3;0;11;5;4;2;20;4;8;3;1;0;479;357;432;299;8;5;60;30;160/189;48/68;9;5;8;7;42;28;11;17;4;1;12;7;7;12;1;1;0;0;0;5;4;11
17/04/2026;Los Chankas;Atlético Grau;2;0;https://www.sofascore.com/es-la/football/match/club-atletico-grau-los-chankas-cyc/eVacsNanc#id:15885653;0.57;0.43;1.66;1.54;15;13;5;6;1;1;7;5;3;2;11;5;4;8;0;2;404;307;339;240;21;14;46;54;49/71;57/89;16;15;7;7;41;43;16;21;7;2;10;17;17;9;3;1;0;0;6;2;10;10
15/04/2026;UTC;Sport Huancayo;2;2;https://www.sofascore.com/es-la/football/match/universidad-tecnica-de-cajamarca-sport-huancayo/VCnsehK#id:15881790;0.62;0.38;1.09;1.23;13;9;6;6;1;1;5;2;2;1;8;5;5;4;0;2;489;294;404;214;27;16;77;51;95/140;45/84;15;18;6;6;54;41;16;27;2;1;18;19;19;18;3;2;0;1;4;4;3;15
