fecha;equipo_local;equipo_visitante;goles_local;goles_visitante;url_partido;Posesión de pelota_local;Posesión de pelota_visitante;Goles esperados (xG)_local;Goles esperados (xG)_visitante;Tiros totales_local;Tiros totales_visitante;Tiros a puerta_local;Tiros a puerta_visitante;Disparos al palo_local;Disparos al palo_visitante;Tiros fuera_local;Tiros fuera_visitante;Tiros bloqueados_local;Tiros bloqueados_visitante;Tiros adentro del area_local;Tiros adentro del area_visitante;Tiros desde fuera del area_local;Tiros desde fuera del area_visitante;Fueras de juego_local;Fueras de juego_visitante;Pases_local;Pases_visitante;Pases precisos_local;Pases precisos_visitante;Saques de banda_local;Saques de banda_visitante;Pases al ultimo tercio_local;Pases al ultimo tercio_visitante;Pases en ultimo tercio_local;Pases en ultimo tercio_visitante;Entradas_local;Entradas_visitante;Intercepciones_local;Intercepciones_visitante;Recuperaciones_local;Recuperaciones_visitante;Despejes_local;Despejes_visitante;Corners_local;Corners_visitante;Faltas_local;Faltas_visitante;Tiros libres_local;Tiros libres_visitante;Tarjetas amarillas_local;Tarjetas amarillas_visitante;Tarjetas rojas_local;Tarjetas rojas_visitante;Atajadas_local;Atajadas_visitante;Saques de meta_local;Saques de meta_visitante
5/10/2025;Alianza Universidad;Alianza Lima;2;1;https://www.sofascore.com/es-la/football/match/alianza-universidad-alianza-lima/lWskIxc#id:14636631;0.39;0.61;1.29;0.69;9;15;2;3;0;0;4;7;3;5;6;7;3;8;0;2;270;418;219;364;11;21;37;67;27/50;75/108;10;11;5;6;46;43;37;11;0;5;18;7;7;18;7;1;0;1;2;0;14;6
5/10/2025;Atlético Grau;Melgar;0;0;https://www.sofascore.com/es-la/football/match/club-atletico-grau-melgar/iWsNanc#id:14636864;0.6;0.4;1;0.73;6;6;3;1;1;0;2;5;1;0;4;3;2;3;0;2;489;327;399;240;26;10;69;43;76/127;50/80;12;9;14;8;41;44;21;48;4;1;12;10;10;12;2;2;1;1;1;3;8;3
5/10/2025;Deportivo Garcilaso;Alianza Atlético;2;4;https://www.sofascore.com/es-la/football/match/deportivo-garcilaso-alianza-atletico-de-sullana/hWsJwId#id:14636865;0.58;0.42;0.99;1.26;7;13;2;6;1;0;5;6;0;1;5;5;2;8;3;3;331;245;259;183;23;17;51;49;42/70;39/65;15;17;7;2;32;41;20;28;2;5;14;16;16;14;5;3;0;0;3;0;10;10
5/10/2025;Universitario;ADC Juan Pablo II;3;0;https://www.sofascore.com/es-la/football/match/adc-juan-pablo-ii-universitario/fWsgzee#id:14636863;0.65;0.35;2.12;0.16;24;3;9;0;1;0;9;3;6;0;17;0;7;3;1;1;553;296;487;206;16;23;89;29;154/188;17/41;14;18;9;8;57;40;13;28;3;3;9;8;8;9;2;2;0;0;0;6;6;16
4/10/2025;Los Chankas;Cusco;2;1;https://www.sofascore.com/es-la/football/match/los-chankas-cyc-cusco-fc/kAAseVac#id:14636625;0.46;0.54;2.5;1.5;21;12;8;7;0;0;9;3;4;2;11;11;10;1;3;1;375;447;335;399;12;18;54;41;76/101;61/91;10;13;5;6;40;25;21;18;8;8;15;15;14;15;6;4;0;1;6;7;7;15
4/10/2025;ADT;Sporting Cristal;3;2;https://www.sofascore.com/es-la/football/match/asociacion-deportiva-tarma-club-sporting-cristal/cWshlJc#id:14636628;0.43;0.57;2.47;1.64;21;16;9;3;1;1;7;9;5;4;12;10;9;6;1;0;339;441;281;379;17;21;63;59;78/116;77/106;16;13;11;3;54;43;45;25;4;12;11;3;3;11;0;0;0;0;1;6;13;13
4/10/2025;Sport Boys;Sport Huancayo;2;1;https://www.sofascore.com/es-la/football/match/sport-huancayo-sport-boys/mWsVCn#id:14636632;0.45;0.55;1.35;1.4;11;16;4;4;0;0;7;8;0;4;9;10;2;6;0;0;335;404;252;315;18;26;57;63;74/114;71/119;17;21;10;7;47;39;46;23;5;8;8;13;13;8;3;3;0;1;3;2;11;10
3/10/2025;Comerciantes Unidos;UTC;2;1;https://www.sofascore.com/es-la/football/match/comerciantes-unidos-universidad-tecnica-de-cajamarca/ehKsjxKb#id:14636624;0.31;0.69;0.37;1.28;5;13;3;2;0;0;2;9;0;2;4;7;1;6;4;3;233;535;165;470;12;22;34;70;32/55;97/136;18;17;7;5;46;47;26;11;2;6;14;6;6;13;2;1;0;0;1;1;11;8
2/10/2025;Melgar;Cienciano;2;0;https://www.sofascore.com/es-la/football/match/melgar-cienciano/bWsiW#id:14636627;0.46;0.54;1.53;0.95;9;15;7;4;0;2;1;7;1;4;8;4;1;11;5;0;361;414;272;323;17;22;51;60;51/92;85/118;18;10;13;8;61;58;21;20;4;4;14;12;12;14;2;4;0;0;4;5;8;2
1/10/2025;Alianza Atlético;Universitario;0;2;https://www.sofascore.com/es-la/football/match/alianza-atletico-de-sullana-universitario/fWshW#id:14637138;0.33;0.67;0.13;1.44;3;16;0;4;0;1;2;7;1;5;1;11;2;5;3;4;226;453;113;338;12;28;55;92;30/78;111/178;16;13;9;12;46;45;47;23;2;6;11;15;15;11;2;1;0;0;2;0;7;5
1/10/2025;Alianza Lima;Atlético Grau;2;1;https://www.sofascore.com/es-la/football/match/club-atletico-grau-alianza-lima/lWsNanc#id:14636626;0.54;0.46;1.71;1.18;17;16;7;4;3;0;8;4;2;8;9;12;8;4;3;3;445;372;348;285;20;15;52;68;78/123;67/106;12;12;5;12;59;57;20;32;3;9;15;9;9;15;1;2;0;0;3;5;5;10
30/09/2025;Sport Huancayo;Alianza Universidad;5;1;https://www.sofascore.com/es-la/football/match/alianza-universidad-sport-huancayo/VCnskIxc#id:14636623;0.52;0.48;2.39;1.98;13;14;9;4;0;0;3;7;1;3;5;10;8;4;4;1;436;397;382;342;15;14;60;49;78/116;52/76;16;15;9;6;46;47;11;19;3;2;18;9;9;17;2;3;0;1;3;4;11;8
30/09/2025;ADC Juan Pablo II;ADT;1;1;https://www.sofascore.com/es-la/football/match/adc-juan-pablo-ii-asociacion-deportiva-tarma/hlJcsgzee#id:14636629;0.46;0.54;1.05;0.73;9;9;3;2;0;0;4;7;2;0;6;5;3;4;0;2;361;444;284;363;25;17;63;67;76/118;76/117;22;13;8;13;46;55;30;30;4;0;10;10;10;10;2;2;0;1;1;2;8;9
30/09/2025;Cusco;Deportivo Garcilaso;4;0;https://www.sofascore.com/es-la/football/match/deportivo-garcilaso-cusco-fc/kAAsJwId#id:14636620;0.48;0.52;1.1;0.67;13;19;7;4;0;0;5;9;1;6;6;10;7;9;1;0;375;386;326;343;11;21;28;66;31/55;94/118;17;12;6;7;38;40;31;13;2;5;8;8;8;8;2;3;0;0;4;3;20;5
29/09/2025;UTC;Los Chankas;2;0;https://www.sofascore.com/es-la/football/match/los-chankas-cyc-universidad-tecnica-de-cajamarca/ehKseVac#id:14636621;0.56;0.44;2.91;0.23;19;9;9;1;0;0;7;5;3;3;12;3;7;6;0;5;412;317;336;242;23;23;68;59;95/136;38/76;13;16;8;6;44;47;23;19;2;3;13;13;12;13;0;4;0;0;1;7;7;9
29/09/2025;Sporting Cristal;Ayacucho;3;0;https://www.sofascore.com/es-la/football/match/ayacucho-club-sporting-cristal/cWsUCn#id:14636622;0.61;0.39;2.93;0.26;17;6;8;1;2;0;6;2;3;3;10;5;7;1;2;2;488;310;403;228;22;19;72;57;78/127;61/101;14;9;13;14;56;42;23;32;6;4;9;9;9;9;1;0;0;0;1;5;2;13
28/09/2025;Cienciano;Alianza Lima;2;1;https://www.sofascore.com/es-la/football/match/alianza-lima-cienciano/bWslW#id:14636619;0.56;0.44;0.91;0.27;20;6;10;2;0;0;6;3;4;1;7;3;13;3;1;5;389;302;341;235;11;19;49;41;81/97;31/61;7;13;11;3;41;41;22;15;2;3;17;11;11;17;5;4;0;2;1;8;6;9
27/09/2025;Comerciantes Unidos;Melgar;1;1;https://www.sofascore.com/es-la/football/match/comerciantes-unidos-melgar/iWsjxKb#id:14636617;0.44;0.56;1.93;1.63;18;12;4;5;0;2;11;3;3;4;11;9;7;3;1;3;371;503;304;418;17;19;68;63;68/105;90/135;14;12;7;4;42;40;24;38;2;8;7;10;10;7;2;2;0;0;3;3;10;13
27/09/2025;Universitario;Cusco;3;2;https://www.sofascore.com/es-la/football/match/cusco-fc-universitario/fWskAA#id:14636616;0.42;0.58;3.17;1.25;23;7;9;4;1;0;9;2;5;1;12;4;11;3;1;1;329;488;265;411;8;10;63;50;130/165;49/74;11;11;11;12;44;41;14;27;7;4;10;11;10;9;1;2;0;0;2;6;3;13
26/09/2025;Alianza Universidad;Sport Boys;2;3;https://www.sofascore.com/es-la/football/match/alianza-universidad-sport-boys/mWskIxc#id:14636615;0.78;0.22;2.8;2.08;24;11;4;4;0;0;10;6;10;1;15;5;9;6;2;0;543;158;479;93;26;10;81;30;134/180;24/45;7;14;4;11;45;46;10;51;9;1;9;12;11;8;3;5;0;0;1;3;8;15
26/09/2025;ADT;Alianza Atlético;1;0;https://www.sofascore.com/es-la/football/match/asociacion-deportiva-tarma-alianza-atletico-de-sullana/hWshlJc#id:14636614;0.62;0.38;2.6;0.54;23;8;7;2;0;0;11;5;5;1;13;3;10;5;4;0;384;240;309;140;25;29;71;60;91/135;34/80;12;13;12;6;50;50;39;31;6;1;11;12;12;11;1;3;0;0;2;6;12;17
26/09/2025;Atlético Grau;Sport Huancayo;3;1;https://www.sofascore.com/es-la/football/match/club-atletico-grau-sport-huancayo/VCnsNanc#id:14636618;0.52;0.48;2.09;0.6;18;8;6;3;1;1;7;2;5;3;12;5;6;3;1;4;426;381;328;302;18;19;70;59;86/134;57/89;18;12;3;6;65;60;21;28;4;3;12;1;1;12;2;0;0;0;2;3;3;9
25/09/2025;Ayacucho;ADC Juan Pablo II;2;1;https://www.sofascore.com/es-la/football/match/adc-juan-pablo-ii-ayacucho/UCnsgzee#id:14636613;0.52;0.48;3.83;0.28;30;8;12;3;0;0;10;4;8;1;18;5;12;3;1;3;372;364;297;266;25;22;81;64;90/129;51/97;17;6;6;10;58;49;35;30;8;4;15;8;7;15;3;3;0;0;2;10;8;14
25/09/2025;Deportivo Garcilaso;UTC;0;0;https://www.sofascore.com/es-la/football/match/deportivo-garcilaso-universidad-tecnica-de-cajamarca/ehKsJwId#id:14636612;0.42;0.58;1.32;0.93;19;12;7;3;0;0;9;6;3;3;10;4;9;8;2;1;297;432;239;359;14;14;62;71;45/79;71/115;11;10;15;10;48;49;26;30;6;8;14;10;10;14;2;2;0;0;3;7;8;11
22/09/2025;Alianza Atlético;Ayacucho;3;0;https://www.sofascore.com/es-la/football/match/ayacucho-alianza-atletico-de-sullana/hWsUCn#id:14558467;0.43;0.57;2.03;0.43;13;8;7;0;0;1;4;5;2;3;7;4;6;4;2;5;281;378;198;275;17;35;55;66;61/99;49/94;20;13;8;12;50;40;41;21;2;4;14;11;11;14;2;1;0;1;0;4;6;12
22/09/2025;Cusco;ADT;0;2;https://www.sofascore.com/es-la/football/match/asociacion-deportiva-tarma-cusco-fc/kAAshlJc#id:14558465;0.7;0.3;0.71;0.94;10;11;1;6;2;0;6;3;3;2;7;7;3;4;1;2;556;243;495;191;27;20;65;43;85/126;44/74;15;14;5;5;41;46;17;44;5;3;11;8;8;11;1;2;0;0;4;1;11;10
22/09/2025;Sport Boys;Atlético Grau;1;1;https://www.sofascore.com/es-la/football/match/club-atletico-grau-sport-boys/mWsNanc#id:14558469;0.38;0.62;1.21;0.49;12;9;8;3;0;0;3;5;1;1;10;7;2;2;0;0;297;493;215;407;22;21;48;57;62/101;88/121;18;15;12;5;58;61;39;28;5;3;11;15;15;11;2;1;0;0;2;7;7;8
21/09/2025;Melgar;Los Chankas;6;1;https://www.sofascore.com/es-la/football/match/los-chankas-cyc-melgar/iWseVac#id:14558470;0.59;0.41;2.56;0.86;15;13;9;3;0;0;3;5;3;5;7;4;8;9;2;2;494;340;427;276;16;18;35;52;53/80;48/79;13;15;5;8;50;39;21;15;1;1;17;11;11;17;1;1;0;0;3;3;9;9
21/09/2025;ADC Juan Pablo II;Sporting Cristal;0;0;https://www.sofascore.com/es-la/football/match/adc-juan-pablo-ii-club-sporting-cristal/cWsgzee#id:14558464;0.51;0.49;0.86;0.34;15;11;3;1;0;0;10;6;2;4;11;4;4;7;3;2;381;375;305;296;17;26;54;58;75/103;72/107;16;11;5;6;40;44;25;31;5;0;11;11;11;11;3;1;0;1;1;3;10;11
21/09/2025;Sport Huancayo;Cienciano;5;2;https://www.sofascore.com/es-la/football/match/sport-huancayo-cienciano/bWsVCn#id:14558468;0.41;0.59;1.35;1.99;17;19;10;5;1;0;5;8;2;6;9;10;8;9;4;2;288;399;223;326;18;20;58;57;63/100;65/104;16;13;9;5;43;44;22;19;1;7;15;8;8;15;5;3;0;1;3;5;13;11
21/09/2025;Alianza Lima;Comerciantes Unidos;4;0;https://www.sofascore.com/es-la/football/match/comerciantes-unidos-alianza-lima/lWsjxKb#id:14558466;0.69;0.31;2.35;1.17;19;9;8;4;2;0;9;2;2;3;12;4;7;5;2;0;613;271;554;211;12;9;81;36;174/213;28/56;18;19;4;13;58;52;22;28;3;2;14;11;11;14;1;2;0;0;4;3;5;9
20/09/2025;UTC;Universitario;1;2;https://www.sofascore.com/es-la/football/match/universidad-tecnica-de-cajamarca-universitario/fWsehK#id:14558471;0.43;0.57;0.63;3.08;8;28;3;8;0;2;3;11;2;9;3;19;5;9;1;1;384;479;298;386;18;23;35;87;25/50;147/207;19;19;10;11;57;62;57;13;2;7;11;10;10;11;3;5;0;0;6;2;13;3
18/09/2025;Ayacucho;Cusco;0;1;https://www.sofascore.com/es-la/football/match/cusco-fc-ayacucho/UCnskAA#id:14558495;0.34;0.66;1.74;0.87;13;13;4;3;0;0;4;7;5;3;8;11;5;2;0;0;320;644;257;587;20;12;47;40;65/100;58/82;8;8;7;6;46;48;16;19;5;2;13;7;7;13;3;2;0;0;2;3;8;16
18/09/2025;Atlético Grau;Alianza Universidad;2;0;https://www.sofascore.com/es-la/football/match/alianza-universidad-club-atletico-grau/NancskIxc#id:14558499;0.48;0.52;0.72;1.45;12;14;3;4;0;2;7;8;2;2;9;8;3;6;0;2;348;373;286;301;12;20;37;44;59/83;58/89;17;10;6;7;51;41;16;11;3;4;22;11;11;22;1;2;0;0;4;1;12;9
18/09/2025;Deportivo Garcilaso;Melgar;1;1;https://www.sofascore.com/es-la/football/match/deportivo-garcilaso-melgar/iWsJwId#id:14558494;0.36;0.64;0.63;2.15;7;19;2;4;0;1;4;7;1;8;2;10;5;9;0;2;318;549;233;469;25;18;50;87;36/75;151/199;20;14;7;8;34;41;40;22;1;8;12;12;12;12;2;2;0;0;3;1;11;9
17/09/2025;Sporting Cristal;Alianza Atlético;0;0;https://www.sofascore.com/es-la/football/match/alianza-atletico-de-sullana-club-sporting-cristal/cWshW#id:14558493;0.7;0.3;0.88;1.32;16;15;3;1;0;3;8;10;5;4;12;9;4;6;5;3;464;202;378;119;18;25;75;39;112/159;29/57;15;14;5;11;52;40;29;50;10;6;8;12;12;8;3;2;1;0;1;3;9;17
17/09/2025;Comerciantes Unidos;Sport Huancayo;2;0;https://www.sofascore.com/es-la/football/match/comerciantes-unidos-sport-huancayo/VCnsjxKb#id:14558497;0.45;0.55;1.95;0.82;18;15;11;7;0;0;4;3;3;5;11;8;7;7;1;3;337;401;274;341;12;21;65;68;61/94;117/158;16;12;10;5;47;44;42;17;4;8;11;16;16;11;3;5;0;0;7;9;6;7
17/09/2025;Cienciano;Sport Boys;2;2;https://www.sofascore.com/es-la/football/match/sport-boys-cienciano/bWsmW#id:14558496;0.77;0.23;1.39;1;17;5;5;4;1;0;8;1;4;0;9;4;8;1;0;2;526;161;454;85;29;14;93;26;117/166;11/36;9;16;1;5;48;42;5;42;8;2;9;9;9;9;1;4;0;0;2;3;3;19
16/09/2025;ADT;UTC;3;1;https://www.sofascore.com/es-la/football/match/asociacion-deportiva-tarma-universidad-tecnica-de-cajamarca/ehKshlJc#id:14558492;0.37;0.63;1.77;0.59;14;12;7;3;2;0;5;6;2;3;9;6;5;6;2;1;279;483;208;404;15;22;55;69;41/82;71/113;12;6;15;5;46;40;24;19;4;3;14;12;12;14;3;3;0;0;2;3;7;6
14/09/2025;Alianza Universidad;Cienciano;0;3;https://www.sofascore.com/es-la/football/match/alianza-universidad-cienciano/bWskIxc#id:14439047;0.69;0.31;0.25;0.82;6;9;0;6;0;0;3;2;3;1;2;7;4;2;1;4;381;180;320;122;29;13;59;28;54/88;26/45;16;24;9;5;39;47;7;36;8;2;10;22;22;10;5;2;0;0;3;0;5;10
14/09/2025;Melgar;Universitario;1;2;https://www.sofascore.com/es-la/football/match/melgar-universitario/fWsiW#id:14439048;0.6;0.4;0.71;1.86;9;16;3;8;0;1;2;6;4;2;5;10;4;6;3;1;479;310;395;247;24;11;69;56;92/134;88/119;11;17;5;11;47;55;18;34;2;5;10;13;13;10;1;2;1;0;6;2;11;7
14/09/2025;Cusco;Sporting Cristal;3;2;https://www.sofascore.com/es-la/football/match/cusco-fc-club-sporting-cristal/cWskAA#id:14439045;0.59;0.41;2;1.4;19;12;6;4;0;0;8;4;5;4;12;5;7;7;1;0;589;405;543;338;28;12;56;45;83/109;59/85;5;11;4;4;39;41;16;25;6;3;4;7;7;4;2;3;0;1;2;3;6;11
13/09/2025;Sport Boys;Comerciantes Unidos;0;1;https://www.sofascore.com/es-la/football/match/comerciantes-unidos-sport-boys/mWsjxKb#id:14439049;0.67;0.33;2.13;0.41;18;6;2;1;0;0;11;2;5;3;10;4;8;2;0;0;453;234;387;155;19;16;74;42;118/161;31/61;16;14;4;8;59;52;18;45;2;4;11;20;20;11;4;4;0;0;0;2;2;15
13/09/2025;Alianza Atlético;ADC Juan Pablo II;0;1;https://www.sofascore.com/es-la/football/match/adc-juan-pablo-ii-alianza-atletico-de-sullana/hWsgzee#id:14439043;0.66;0.34;1.87;0.97;19;8;4;4;0;0;12;0;3;4;11;6;8;2;2;6;415;221;331;127;19;21;81;52;99/150;49/97;17;16;7;9;47;40;32;58;6;6;7;14;14;7;2;3;1;1;3;3;6;19
13/09/2025;Alianza Lima;Deportivo Garcilaso;3;4;https://www.sofascore.com/es-la/football/match/deportivo-garcilaso-alianza-lima/lWsJwId#id:14439046;0.76;0.24;3.43;1.63;20;8;6;5;0;1;10;1;4;2;11;6;9;2;1;0;491;154;423;90;15;11;69;28;153/193;18/31;8;15;4;11;43;34;14;53;6;1;11;10;8;10;2;2;0;0;2;3;2;12
12/09/2025;UTC;Ayacucho;0;1;https://www.sofascore.com/es-la/football/match/universidad-tecnica-de-cajamarca-ayacucho/UCnsehK#id:14439042;0.72;0.28;1.21;0.84;12;7;2;4;2;0;6;2;4;1;8;5;4;2;2;5;437;164;351;77;29;20;79;48;101/158;28/71;8;19;8;4;37;42;22;52;7;4;11;12;12;11;0;4;1;0;3;1;7;9
12/09/2025;Sport Huancayo;Los Chankas;1;2;https://www.sofascore.com/es-la/football/match/los-chankas-cyc-sport-huancayo/VCnseVac#id:14439044;0.54;0.46;2.41;1.25;20;6;7;3;0;1;10;2;3;1;11;2;9;4;3;3;334;294;268;214;29;12;65;46;84/125;27/57;11;20;10;8;36;37;8;32;7;2;9;18;18;8;1;2;0;0;1;6;4;17
31/08/2025;Atlético Grau;ADT;2;0;https://www.sofascore.com/es-la/football/match/asociacion-deportiva-tarma-club-atletico-grau/NancshlJc#id:14279752;0.48;0.52;1.37;1.26;13;14;4;4;1;0;8;8;1;2;6;8;7;6;0;7;346;382;264;293;14;23;53;67;58/96;54/105;13;12;7;9;52;49;23;17;4;1;20;10;10;20;1;2;0;0;4;2;8;6
30/08/2025;Alianza Universidad;Los Chankas;2;1;https://www.sofascore.com/es-la/football/match/alianza-universidad-los-chankas-cyc/eVacskIxc#id:14409923;0.71;0.29;2.45;1.38;16;11;9;3;0;0;3;6;4;2;8;8;8;3;0;0;510;205;437;146;23;15;85;37;111/159;37/60;11;23;3;9;39;44;13;36;6;4;10;17;17;10;4;4;0;0;2;6;9;11
24/08/2025;ADT;Melgar;2;2;https://www.sofascore.com/es-la/football/match/asociacion-deportiva-tarma-melgar/iWshlJc#id:14293319;0.54;0.46;1.72;2.1;7;11;2;4;0;1;1;6;4;1;5;8;2;3;2;1;350;294;283;214;17;31;60;65;50/89;59/109;14;13;6;8;38;42;24;27;1;8;13;18;16;13;4;6;1;1;2;0;8;5
24/08/2025;Cienciano;Atlético Grau;1;0;https://www.sofascore.com/es-la/football/match/club-atletico-grau-cienciano/bWsNanc#id:14289686;0.46;0.54;0.85;0.79;9;10;4;0;0;1;4;9;1;1;5;6;4;4;2;4;358;423;280;336;13;25;49;52;64/97;62/100;9;12;11;7;54;60;30;13;4;4;15;11;11;15;3;4;0;1;0;3;14;7
24/08/2025;Universitario;Alianza Lima;0;0;https://www.sofascore.com/es-la/football/match/alianza-lima-universitario/fWslW#id:14289687;0.51;0.49;1.15;0.01;18;5;4;0;0;0;6;3;8;2;7;1;11;4;1;1;331;325;269;259;22;18;56;46;96/128;53/81;14;7;12;1;42;35;16;33;2;1;10;14;14;10;4;3;0;2;0;4;4;16
23/08/2025;Sporting Cristal;UTC;2;2;https://www.sofascore.com/es-la/football/match/universidad-tecnica-de-cajamarca-club-sporting-cristal/cWsehK#id:14289333;0.69;0.31;4.87;0.53;21;6;7;4;1;0;10;1;4;1;16;4;5;2;3;2;427;203;345;133;22;16;64;33;82/134;33/56;19;18;9;7;51;33;13;47;13;1;9;12;11;9;3;4;0;0;2;5;1;17
23/08/2025;Los Chankas;Sport Boys;2;1;https://www.sofascore.com/es-la/football/match/los-chankas-cyc-sport-boys/mWseVac#id:14289685;0.43;0.57;1.6;1.44;12;11;3;2;1;2;6;7;3;2;9;5;3;6;1;1;321;421;256;355;18;17;43;64;43/70;52/97;10;11;6;8;38;41;30;9;6;5;12;9;9;11;2;4;0;0;1;1;13;8
23/08/2025;Comerciantes Unidos;Alianza Universidad;1;2;https://www.sofascore.com/es-la/football/match/alianza-universidad-comerciantes-unidos/jxKbskIxc#id:14289684;0.57;0.43;1.4;1.36;17;9;5;5;0;0;7;2;5;2;12;3;5;6;6;1;349;295;281;236;25;22;62;55;69/109;35/69;19;16;6;7;50;40;17;36;8;3;11;18;18;11;3;6;0;1;3;5;4;12
23/08/2025;Deportivo Garcilaso;Sport Huancayo;1;1;https://www.sofascore.com/es-la/football/match/deportivo-garcilaso-sport-huancayo/VCnsJwId#id:14289683;0.45;0.55;0.95;1.26;12;22;4;6;0;1;6;13;2;3;9;7;3;15;0;2;289;368;232;322;20;16;58;53;56/88;96/121;14;14;5;12;33;39;21;18;5;1;13;11;11;13;1;3;0;0;5;3;17;11
22/08/2025;ADC Juan Pablo II;Cusco;0;0;https://www.sofascore.com/es-la/football/match/adc-juan-pablo-ii-cusco-fc/kAAsgzee#id:14289334;0.53;0.47;1.59;0.12;24;3;6;2;0;0;10;0;8;1;14;1;10;2;1;0;434;402;361;319;20;10;67;34;119/161;44/73;12;6;13;2;54;47;13;34;8;3;12;11;11;12;1;4;0;2;2;6;1;16
17/08/2025;Sport Huancayo;Universitario;1;1;https://www.sofascore.com/es-la/football/match/sport-huancayo-universitario/fWsVCn#id:14289292;0.55;0.45;0.7;0.43;14;11;5;7;0;0;6;3;3;1;5;7;9;4;1;2;357;276;286;204;21;19;61;58;63/105;74/115;15;16;9;8;51;49;32;21;3;8;12;14;14;12;1;4;0;0;6;4;9;11
17/08/2025;Melgar;Ayacucho;2;1;https://www.sofascore.com/es-la/football/match/ayacucho-melgar/iWsUCn#id:14289291;0.62;0.38;3.21;0.16;20;5;4;2;0;0;8;2;8;1;13;2;7;3;6;1;435;265;349;191;21;16;73;63;112/160;40/74;9;10;10;10;49;43;22;39;9;1;11;11;11;11;1;2;0;0;1;2;6;15
17/08/2025;Cusco;Alianza Atlético;1;0;https://www.sofascore.com/es-la/football/match/cusco-fc-alianza-atletico-de-sullana/hWskAA#id:14289293;0.65;0.35;0.56;0.67;11;12;7;4;0;0;3;5;1;3;7;4;4;8;0;1;592;308;532;251;16;18;44;44;44/73;40/70;8;9;9;5;31;35;26;26;4;3;11;11;11;11;3;3;0;0;4;6;9;5
16/08/2025;UTC;ADC Juan Pablo II;0;0;https://www.sofascore.com/es-la/football/match/adc-juan-pablo-ii-universidad-tecnica-de-cajamarca/ehKsgzee#id:14289290;0.71;0.29;1.34;0.4;19;11;6;3;1;1;9;8;4;0;11;6;8;5;2;1;530;206;436;132;27;19;90;37;150/211;17/48;13;13;6;11;49;43;21;49;7;4;10;10;10;10;3;2;0;0;3;6;4;9
16/08/2025;Binacional;Sporting Cristal;1;3;https://www.sofascore.com/es-la/football/match/deportivo-binacional-club-sporting-cristal/cWsOqkc#id:14289289;0.59;0.41;1.68;1.54;19;14;2;9;0;1;11;4;6;1;14;9;5;5;2;1;374;275;322;219;20;11;54;28;70/94;40/58;3;11;8;3;35;34;10;22;4;5;11;10;10;11;2;2;1;0;6;1;4;13
16/08/2025;Alianza Lima;ADT;3;1;https://www.sofascore.com/es-la/football/match/asociacion-deportiva-tarma-alianza-lima/lWshlJc#id:14289294;0.61;0.39;4.19;0.26;24;3;5;1;0;0;11;0;8;2;16;2;8;1;1;0;449;291;390;224;14;15;51;37;87/112;37/67;17;18;10;8;61;41;23;24;7;1;13;12;10;13;0;1;0;0;0;2;2;12
15/08/2025;Atlético Grau;Comerciantes Unidos;1;2;https://www.sofascore.com/es-la/football/match/club-atletico-grau-comerciantes-unidos/jxKbsNanc#id:14289286;0.73;0.27;1.29;1.22;13;6;5;3;0;0;4;2;4;1;7;4;6;2;1;1;548;207;489;139;20;9;82;32;134/171;16/39;18;23;4;9;40;40;15;39;3;0;12;9;9;11;1;3;0;0;1;4;2;6
15/08/2025;Sport Boys;Deportivo Garcilaso;0;1;https://www.sofascore.com/es-la/football/match/deportivo-garcilaso-sport-boys/mWsJwId#id:14289285;0.68;0.32;1.69;1.13;18;11;1;5;1;0;13;5;4;1;11;5;7;6;4;1;488;242;390;147;27;15;79;41;98/159;42/75;17;21;9;10;54;48;15;54;8;4;11;15;15;11;2;3;0;0;4;1;8;18
11/08/2025;Alianza Atlético;UTC;2;0;https://www.sofascore.com/es-la/football/match/universidad-tecnica-de-cajamarca-alianza-atletico-de-sullana/hWsehK#id:14199320;0.48;0.52;1.81;0.35;15;5;5;3;0;0;7;1;3;1;12;3;3;2;3;4;295;317;215;216;18;14;62;66;75/115;36/80;10;14;14;11;62;50;18;24;4;3;14;11;10;14;2;1;1;0;3;3;2;12
11/08/2025;Deportivo Garcilaso;Alianza Universidad;1;1;https://www.sofascore.com/es-la/football/match/deportivo-garcilaso-alianza-universidad/kIxcsJwId#id:14199340;0.48;0.52;1.74;0.42;19;12;7;5;0;0;6;6;6;1;14;4;5;8;3;4;268;317;212;262;20;13;43;38;49/82;37/57;8;13;3;12;37;44;5;24;6;2;14;16;15;14;3;4;0;0;4;6;9;10
10/08/2025;Sporting Cristal;Melgar;1;0;https://www.sofascore.com/es-la/football/match/melgar-club-sporting-cristal/cWsiW#id:14199322;0.45;0.55;0.69;1.28;6;16;2;2;0;1;2;5;2;9;3;10;3;6;3;3;332;388;275;321;9;18;37;65;35/54;97/137;14;13;4;10;34;32;41;13;1;10;12;17;17;12;2;5;1;1;2;1;3;4
10/08/2025;Los Chankas;Atlético Grau;3;2;https://www.sofascore.com/es-la/football/match/club-atletico-grau-los-chankas-cyc/eVacsNanc#id:14199323;0.43;0.57;2.48;0.9;17;6;7;3;0;0;9;2;1;1;12;4;5;2;4;1;311;434;245;353;21;18;59;60;59/88;71/114;13;8;7;9;40;44;22;23;1;3;13;14;13;12;2;1;0;1;1;4;8;8
